ArticleEntity,Ship_3,Country_3,Description-3
Q52456975,,Q174193,
Q52456975,,Q15864,
Q52456975,,Q174193,
Q52456975,,Q174193,
Q52456975,,Q15864,Q157341
Q52456975,,Q15864,
Q52456975,,Q174193,
Q52456975,,Q15864,
Q52456975,,Q174193,Q855330
Q52456975,,Q34,Q1754
Q52456975,,Q174193,
Q52456975,,Q142,Q694
Q52456975,,,
Q52456975,,Q174193,
Q52456975,,Q1055,Q1486
Q52456975,,Q174193,Q980084
Q52456975,,Q174193,Q131716
Q52456975,,Q174193,Q157341
Q52456975,,Q174193,
Q6639120,,Q172771,Q3308902
Q6639120,,Q174193,
Q6639120,,Q855186,Q37495
Q6639120,,Q174193,Q545
Q6639120,,Q174193,Q545
Q6639120,,Q217406,
Q6639120,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q29,Q8851
Q6638919,,Q172771,Q8092
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q15205776
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q251355
Q6638919,,Q172771,
Q6638919,,Q30,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q265115
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q30,
Q6638919,,Q70972,Q33741
Q6638919,,Q170072,Q52101
Q6638919,,Q172771,Q1021568
Q6638919,,Q170072,Q322986
Q6638919,,Q172771,Q995477
Q6638919,,Q34,Q202539
Q6638919,,Q172771,Q26881
Q6638919,,Q172771,
Q6638919,,Q172771,Q880512
Q6638919,,Q172771,Q973740
Q6638919,,Q172771,Q603389
Q6638919,,Q172771,Q1479630
Q6638919,,Q172771,
Q6638919,,Q172771,Q800195
Q6638919,,Q172771,Q973740
Q6638919,,Q172771,Q3057915
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q422487
Q6638919,,Q172771,Q316390
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q973740
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q1693101
Q6638919,,Q172771,Q172771
Q6638919,,Q172771,Q1643555
Q6638919,,Q30,
Q6638919,,Q172771,Q894564
Q6638919,,Q172771,
Q6638919,,Q70972,Q45797
Q6638919,,Q172771,
Q6638919,,Q172771,
Q6638919,,Q172771,Q630692
Q6638919,,Q172771,
Q52457247,,Q174193,Q133315
Q52457247,,Q174193,
Q52457247,,Q174193,Q2754881
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q23111
Q52457247,,Q174193,
Q52457247,,Q174193,Q178283
Q52457247,,Q174193,
Q52457247,,Q174193,Q174193
Q52457247,,Q174193,Q174193
Q52457247,,Q174193,
Q52457247,,Q174193,Q465816
Q52457247,,Q174193,
Q52457247,,Q174193,Q1055
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q174193,
Q52457247,,Q142,
Q52457247,,Q1055,Q34261
Q52457247,,Q1055,
Q52457247,,Q174193,Q11959
Q52457247,,Q174193,Q5184753
Q52457247,,Q174193,
Q52457247,,Q174193,Q174193
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q2467
Q52457247,,Q1055,
Q52457247,,Q174193,Q237253
Q52457247,Q42886814,Q174193,Q2282472
Q52457247,,Q174193,Q573788
Q52457247,,Q174193,Q922739
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,Q1693
Q52457247,,Q174193,Q210223
Q52457247,,Q174193,Q216057
Q52457247,,Q174193,Q210223
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q930204
Q52457247,,Q174193,Q666887
Q52457247,,Q174193,Q84
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q188304
Q52457247,,Q174193,Q2747635
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q1055
Q52457247,,Q174193,
Q52457247,,Q174193,Q9911
Q52457247,,Q174193,
Q52457247,,Q174193,Q2224481
Q52457247,,,Q25287
Q52457247,,Q174193,Q3401042
Q52457247,,Q174193,Q1370
Q52457247,,Q174193,Q25389
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q2747635
Q52457247,,Q174193,
Q52457247,,Q174193,Q2747635
Q52457247,,Q174193,Q6014342
Q52457247,,Q174193,Q1108185
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q150106
Q52457247,,Q174193,
Q52457247,,Q174193,Q3038
Q52457247,,Q174193,
Q52457247,,Q174193,Q169923
Q52457247,,Q174193,Q855330
Q52457247,,Q174193,
Q52457247,,Q174193,Q1011611
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q84
Q52457247,,Q142,Q1020025
Q52457247,,Q174193,Q1607721
Q52457247,,Q174193,Q60
Q52457247,,Q174193,Q19711
Q52457247,,Q174193,Q1444194
Q52457247,,Q174193,Q1043657
Q52457247,,Q174193,Q1757473
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q1761
Q52457247,,Q174193,Q1959712
Q52457247,,Q174193,Q1017331
Q52457247,,Q174193,Q133315
Q52457247,,Q174193,
Q52457247,,Q174193,Q123709
Q52457247,,Q174193,Q133315
Q52457247,,Q174193,Q133315
Q52457247,,Q20,Q156125
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q133315
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q172771,Q1121471
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q2421009
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q639255
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q60
Q52457247,,Q174193,Q23811252
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q382586
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q209126
Q52457247,,Q174193,Q209126
Q52457247,,Q174193,
Q52457247,,Q174193,Q428829
Q52457247,,Q174193,Q12859788
Q52457247,,Q174193,Q12859788
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,,Q1377930
Q52457247,,Q174193,Q1121471
Q52457247,,Q174193,
Q52457247,,Q142,
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q465816
Q52457247,,Q174193,
Q52457247,,Q174193,Q25287
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q174193
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q671401
Q52457247,,Q174193,
Q52457247,,Q174193,Q3032523
Q52457247,,Q174193,Q169923
Q52457247,,Q174193,Q273
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q34,Q25287
Q52457247,,Q55613253,Q683363
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,Q384721
Q52457247,,Q174193,
Q52457247,,Q174193,Q234178
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,Q979357
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,,
Q52457247,,Q174193,
Q52457247,,Q174193,Q12859788
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q564495
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q149532
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q420303
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q230201
Q52457247,,Q174193,Q190002
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q230201
Q52457247,,Q174193,
Q52457247,,Q174193,Q3835988
Q52457247,,Q174193,
Q52457247,,Q174193,Q683363
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q20,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q172771,Q1121471
Q52457247,,Q174193,Q12859788
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,
Q52457247,,Q174193,Q129610
Q52457247,,Q174193,Q683363
Q52457247,,Q174193,Q174193
Q52457247,,Q55613253,Q202539
Q52457247,,Q174193,Q179325
Q52457247,,Q30,Q174193
Q52457247,,Q174193,Q8757
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q55613253,Q683363
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q202539
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,Q204577
Q52457247,,Q174193,
Q52457247,,Q174193,Q979357
Q52457247,,Q174193,Q839556
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q382586
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,Q12859788
Q52457247,,Q174193,
Q52457247,,Q174193,Q170263
Q52457247,,Q174193,
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q174193,Q101254
Q52457247,,Q174193,Q183551
Q52457247,,Q1055,
Q52457247,,Q1055,
Q52457247,,Q174193,
Q52457247,,Q1055,Q60
Q52457247,,Q174193,Q36647
Q52457247,,Q174193,
Q52457247,,Q30,Q49147
Q52457247,,Q15864,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q174193,
Q52457247,,Q34266,Q656
Q20311602,,Q172771,
Q20311602,,Q172771,Q100166
Q20311602,,Q172771,
Q20311602,,Q172771,Q25287
Q20311602,,Q172771,Q1444194
Q20311602,,Q170072,Q2353279
Q20311602,,Q170072,
Q18085708,,Q142,
Q18085708,,Q30,Q11446
Q18085708,,Q30,Q193962
Q6639217,,Q172771,
Q6639217,,Q174193,Q375314
Q6639217,,Q35,Q174193
Q6639217,,Q172771,Q3308902
Q6639217,,Q20,
Q6639217,,Q174193,Q192493
Q6639217,,Q174193,
Q52457322,,Q174193,Q922360
Q52457322,,Q174193,Q216057
Q52457322,,,Q15682
Q52457322,,Q174193,Q140588
Q52457322,,Q15864,Q153732
Q52457322,,Q174193,
Q52457322,,Q2001966,Q1156
Q52457322,,Q2001966,
Q52457322,,Q2001966,
Q52457322,,Q174193,
Q52457322,,Q174193,
Q52457322,,Q174193,Q16572
Q52457358,,Q174193,Q1979
Q52457358,,Q20,Q108966
Q52457358,,Q4065,Q26793
Q52457358,,Q174193,Q48335
Q52457358,,Q174193,Q1486
Q52457358,,Q174193,Q861551
Q52457358,,Q174193,Q2731872
Q52457358,,Q174193,
Q52457358,,Q174193,
Q28128716,,Q686,Q135744
Q28128716,,Q252,Q1357603
Q28128716,,Q30,Q37933184
Q28128716,,Q30,Q37933184
Q28128716,,Q30,Q37933184
Q28128716,,Q804,Q735905
Q28128716,,Q924,
Q28128716,,Q804,Q200016
Q28128716,,Q778,Q14970
Q28128716,,Q833,Q191826
Q28128716,,Q252,Q277014
Q28128716,,Q252,Q171510
Q28128716,,Q30,Q16552
Q28128716,,Q794,Q210885
Q28128716,,Q26988,Q473932
Q28128716,,Q252,Q7786
Q28128716,,Q865,Q127031
Q28128716,,Q8646,Q15276
Q28128716,,Q865,Q27898939
Q28128716,,Q30,Q1581130
Q28128716,,Q148,Q127031
Q28128716,,Q298,Q3788
Q28128716,,Q733,Q191826
Q28128716,,Q148,Q212428
Q28128716,,Q148,Q148
Q28128716,,Q17,Q565418
Q28128716,,Q159,Q211805
Q28128716,,Q148,Q804
Q28128716,,Q148,
Q28128716,,Q945,Q37960
Q28128716,,Q115,Q289693
Q28128716,,Q252,Q4250926
Q28128716,Q6718159,Q145,Q6454
Q28128716,,Q252,Q19746098
Q28128716,,Q804,Q1797381
Q28128716,,Q945,Q128087
Q28128716,,Q34,Q214748
Q28128716,Q30594031,Q30,Q1502927
Q28128716,,Q423,
Q28128716,,Q804,
Q28128716,,Q252,Q1797381
Q28128716,,Q43,Q131323
Q28128716,,Q778,Q15276
Q28128716,Q29076262,Q709,
Q28128716,,Q804,Q2860953
Q28128716,,Q836,
Q28128716,,Q298,
Q28128716,,Q233,Q484552
Q28128716,,Q1044,Q163490
Q28128716,,Q20,Q385
Q28128716,,Q43,Q43
Q28128716,,Q148,Q495341
Q28128716,,Q902,
Q28128716,,Q1014,Q6761
Q28128716,,Q217,Q1903
Q28128716,,Q739,Q1578769
Q28128716,,Q766,Q1797381
Q28128716,,Q148,Q749662
Q28128716,,Q148,Q201463
Q28128716,,Q252,Q25653
Q28128716,,Q881,Q33112186
Q28128716,,Q709,Q10100
Q28128716,,Q252,
Q28128716,,Q148,Q127031
Q28128716,,Q55,Q97
Q28128716,,Q881,
Q6639021,,Q155,Q40269
Q6639021,,Q188712,
Q6639021,,Q55,Q15180
Q6639021,,Q41,
Q6639021,,Q41,Q127892
Q6639021,,Q145,Q545
Q6639021,,Q188712,Q18097
Q6639021,,Q30,Q488702
Q6639021,,Q33,Q205905
Q6639021,,Q145,Q176
Q6639021,,Q142,
Q6639021,,Q34,Q127892
Q6639021,,Q30,Q216868
Q6639021,,Q30,Q49231
Q6639021,,Q145,Q206616
Q6639021,,Q7318,Q1893265
Q6639021,,Q79,Q174341
Q6639021,,Q145,Q1893265
Q6639021,,Q172579,Q216057
Q6639021,,Q30,Q273014
Q6639021,,Q41,
Q6639021,,Q298,
Q6639021,,Q188712,Q170322
Q6639021,Q594754,Q145,Q4918
Q6639021,,Q29,Q41573
Q6639021,,Q188712,Q48320
Q6639021,,Q145,Q7200937
Q6639021,,Q30,Q13786
Q6639021,,Q41,
Q6639021,,Q804,Q387843
Q6639021,,Q34,Q1027830
Q6639021,,Q34,Q204577
Q6639021,,,Q3593262
Q6639021,,Q145,Q196042
Q6639021,,Q30,Q2729559
Q6639021,,Q203493,Q166
Q6639021,,Q188712,Q18097
Q6639021,,Q35,Q176
Q6639021,,Q35,Q748092
Q6639021,,Q30,Q5492
Q6639021,,Q145,Q1062
Q6639021,,Q35,
Q6639021,,Q145,Q3080059
Q6639021,,Q34,Q204577
Q6639021,,Q13426199,
Q6639021,,Q43,
Q6639021,,Q15180,Q166
Q6639021,,Q15180,Q15180
Q6639021,,Q145,Q1469
Q6639021,,Q145,Q420303
Q6639021,,Q15180,Q995929
Q6639021,,Q145,Q204577
Q6639021,,Q34,Q7318
Q6639021,,Q145,Q204577
Q6639021,,Q419,Q406
Q6639021,,Q30,
Q6639021,,Q41,Q79808
Q6639021,,Q30,Q2251
Q6639021,,Q188712,Q502205
Q6639021,,Q20,Q79808
Q6639021,,Q414,Q44242
Q6639021,Q7394242,Q145,Q2935944
Q6639021,,Q804,Q48365
Q6639021,,Q142,Q213517
Q6639021,,Q15180,
Q6639021,,Q20,Q215177
Q6639021,,Q298,Q804
Q6639021,,Q188712,
Q6639021,,Q33,
Q6639021,,Q145,Q216373
Q6639021,,Q145,Q145
Q6639021,,Q20,Q44133
Q6639021,,Q298,
Q6639021,,Q20,Q1769312
Q6639021,,Q172579,Q211817
Q6639021,,Q41,Q211817
Q6639021,,Q43,
Q6639021,,Q41,Q25287
Q6639021,,Q30,Q41211
Q6639021,,Q298,
Q6639021,,Q20,Q59100
Q6639021,,Q29,Q4918
Q6639021,,Q142,Q1693
Q6639021,,Q30,Q5083
Q6639021,,Q145,Q5823
Q6639021,,Q20,
Q6639021,,Q142,Q824043
Q6639021,,Q20,Q8646
Q6639021,,Q145,
Q6639021,,Q211,Q888971
Q6639021,,Q419,Q105037
Q6639021,Q7394405,Q145,Q1486
Q6639021,,Q145,Q6514
Q6639021,,Q188712,
Q6639021,,Q188712,Q99
Q6639021,,Q41,
Q6639021,,Q188712,Q18097
Q6639021,,Q145,Q577167
Q6639021,,Q145,Q127892
Q6639021,,Q145,
Q6639021,,Q155,Q43255
Q6639021,,Q145,Q127892
Q6639021,,Q145,Q127892
Q6639021,,Q29,Q173699
Q6639021,,Q145,
Q6639021,,Q145,Q48365
Q6639021,,Q172579,
Q6639021,,Q34,Q2837232
Q6639021,,Q142,Q602
Q6639021,,Q41,Q174341
Q17001211,,Q35,Q213517
Q17001211,,Q30,
Q17001211,,Q174193,Q605977
Q17001211,,Q174193,Q1761
Q17001211,,Q174193,
Q17001211,,Q1055,Q26793
Q17001211,,Q30,Q6761
Q17001211,,Q30,
Q17001211,,Q30,
Q17001211,,Q174193,Q36433
Q17001211,,,Q104662
Q17001211,,Q30,Q47716
Q17001211,,Q30,
Q17001211,,Q174193,
Q17001211,,Q30,Q83813
Q17001211,,Q30,
Q17001211,,Q30,
Q17001211,,Q174193,
Q17001211,,Q174193,Q1851
Q17001211,,Q27306,Q104036
Q17001211,,Q174193,
Q17001211,,Q174193,Q47134
Q17001211,,Q174193,Q209126
Q17001211,,Q174193,Q1109500
Q17001211,,Q45,Q36433
Q17001211,,Q174193,Q1255278
Q17001211,,Q174193,Q19721
Q17001211,,Q30,
Q17001211,,Q174193,Q382586
Q17001211,,Q174193,
Q17001211,,Q174193,Q724182
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q372090
Q17001211,,Q174193,
Q17001211,,Q174193,Q188304
Q17001211,,Q174193,Q202539
Q17001211,,Q174193,Q40410
Q17001211,,Q174193,Q180209
Q17001211,,Q174193,Q43382
Q17001211,,Q34,Q25287
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q45,Q36433
Q17001211,,Q174193,Q1693
Q17001211,,Q174193,Q202539
Q17001211,,Q174193,Q160493
Q17001211,,Q174193,
Q17001211,,Q174193,Q724182
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q2323366
Q17001211,,Q174193,Q1748
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q202539
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q30,Q9966
Q17001211,,Q174193,Q122574
Q17001211,,Q174193,
Q17001211,,Q174193,Q1011096
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q724182
Q17001211,,Q174193,Q25411
Q17001211,,Q174193,Q943931
Q17001211,,Q30,Q1370
Q17001211,,Q174193,
Q17001211,,Q174193,Q724182
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q9679
Q17001211,,Q30,Q7337907
Q17001211,,Q30,Q47716
Q17001211,,Q174193,Q16572
Q17001211,,Q174193,Q10701282
Q17001211,,,Q84
Q17001211,,Q174193,Q661619
Q17001211,,Q174193,Q3038
Q17001211,,Q174193,Q1626641
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q1027830
Q17001211,,Q174193,
Q17001211,,Q174193,Q180209
Q17001211,,Q34,
Q17001211,,Q174193,Q209126
Q17001211,,Q174193,Q1797381
Q17001211,,Q174193,
Q17001211,,Q174193,Q1761
Q17001211,,Q174193,Q29971
Q17001211,,Q34266,Q683719
Q17001211,,Q174193,Q176
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q30,Q9966
Q17001211,,Q174193,Q36647
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q629427
Q17001211,,Q174193,
Q17001211,,Q174193,Q1003196
Q17001211,,Q174193,Q210223
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q202539
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q1021350
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q36405
Q17001211,,,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q1395685
Q17001211,,Q174193,Q382586
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,Q42896500,Q172771,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q611564
Q17001211,,Q174193,
Q17001211,,Q174193,Q7961305
Q17001211,,Q174193,Q1792
Q17001211,,Q174193,Q327300
Q17001211,,Q174193,
Q17001211,,Q174193,Q210223
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q1693
Q17001211,,Q174193,Q35827
Q17001211,,Q174193,Q1860233
Q17001211,,Q174193,Q1185346
Q17001211,,Q30,Q143762
Q17001211,,Q30,
Q17001211,,Q30,
Q17001211,,Q30,Q1345
Q17001211,,Q30,Q143762
Q17001211,,Q174193,Q180209
Q17001211,,Q174193,
Q17001211,,Q174193,Q1089032
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q238752
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q142,
Q17001211,,Q174193,Q192820
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q3224
Q17001211,,Q174193,
Q17001211,,Q174193,Q188304
Q17001211,,Q174193,Q1761
Q17001211,,Q174193,Q769680
Q17001211,,Q174193,
Q17001211,,Q174193,
Q17001211,,Q174193,Q6454
Q17001211,,Q174193,
Q17001211,,Q30,Q3314
Q17001211,,Q174193,Q1410
Q17001211,Q17016568,Q174193,Q35827
Q17001211,,Q174193,Q13353
Q17001211,,Q174193,
Q17001211,,Q174193,Q204989
Q17001211,,Q174193,Q204989
Q52456810,,Q142,
Q52456810,,Q55,Q42000
Q52456810,,Q174193,Q428459
Q52456810,,Q174193,
Q52456810,,Q174193,Q870815
Q52456810,,Q31,
Q17008287,,,Q233
Q17008287,,Q804,Q5413
Q17008287,,Q804,Q42157
Q17008287,,Q783,Q14970
Q17008287,,Q884,Q709
Q17008287,,Q928,Q15136651
Q17008287,,Q928,Q107624
Q17008287,,Q30,Q1497
Q17008287,,Q148,Q43407
Q17008287,,Q148,
Q17008287,,Q1044,Q43048
Q17008287,,Q159,Q908
Q17008287,,Q1028,Q936316
Q17008287,Q6717735,Q1014,Q48335
Q17008287,,Q424,
Q17008287,,Q424,Q35000
Q17008287,,Q43,Q182009
Q17008287,,Q233,Q310381
Q17008287,,Q778,Q2796480
Q17008287,,Q155,Q159325
Q17008287,,Q424,Q731647
Q17008287,,Q833,Q11155122
Q17008287,,Q148,Q976458
Q17008287,Q4043301,Q26988,Q97
Q17008287,,Q739,Q5730981
Q17008287,,Q148,Q495341
Q17008287,,Q26988,Q19714
Q17008287,,Q30,Q2055880
Q17008287,,Q757,
Q17008287,,Q38,Q473932
Q17008287,,Q148,Q16966551
Q17008287,,Q242,
Q17008287,,Q252,Q1068826
Q17008287,,Q43,Q2248873
Q17008287,,Q8646,Q14544246
Q17008287,,Q945,Q191718
Q17008287,,Q833,Q36117
Q17008287,,Q43,Q1701765
Q52457787,,Q174193,Q1538358
Q52457787,,Q174193,
Q52457787,,Q174193,
Q52457787,,Q174193,
Q52457787,,Q174193,Q84
Q52457787,,Q174193,Q2039931
Q52457787,,Q174193,Q174193
Q52457787,,Q142,
Q52457787,,Q174193,Q215752
Q52457787,,Q34,Q545
Q52457787,,Q35,Q502632
Q52457787,,Q27306,
Q52457787,,Q174193,Q46197
Q52457787,,Q1792,Q545
Q52457787,,Q174193,Q1792
Q52457787,,Q174193,Q1792
Q52457787,,Q174193,Q1011
Q52457787,,Q174193,Q248452
Q52457787,,Q27306,
Q52457787,,Q142,Q48335
Q52457787,,Q174193,
Q52457787,,Q174193,Q1952
Q52457787,,Q142,
Q52457787,,Q174193,Q1121436
Q52457787,,Q174193,
Q52457787,,Q174193,
Q52457787,,Q174193,
Q52457787,,Q30,Q216057
Q52457787,,Q30,Q34404
Q52457787,,Q174193,Q2145
Q52457787,,Q30,Q204577
Q52457787,,Q30,Q202539
Q52457787,,Q30,Q204577
Q52457787,,Q30,Q204577
Q52457787,,Q30,Q204577
Q52457787,,Q30,Q204577
Q52457787,,Q30,Q202539
Q52457787,,Q174193,
Q52457787,,Q30,Q204577
